record_id,date,state,city,monitoring_station,pm2_5_ugm3,pm10_ugm3,no2_ugm3,so2_ugm3,co_mgm3,o3_ugm3,nh3_ugm3,aqi,aqi_category,dominant_pollutant,health_advisory,temperature_c,humidity_pct,wind_speed_kmph,monitoring_agency
33727,2018-05-17,Chhattisgarh,Raipur,Raipur Telibandha,39.4,79.2,38.0,26.6,1.64,59.2,43.8,66,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,33.8,60.0,5.4,SAFAR
33728,2018-05-17,Delhi,Delhi,ITO,112.2,212.7,32.1,2.2,0.38,98.8,64.3,277,Poor,PM10,Breathing discomfort on prolonged exposure,35.7,51.4,7.5,State Pollution Control Board
33729,2018-05-17,Delhi,Delhi,R K Puram,118.2,180.6,15.5,20.1,4.08,204.0,26.7,294,Poor,PM2.5,Breathing discomfort on prolonged exposure,27.2,53.2,5.4,CPCB
33730,2018-05-17,Delhi,Delhi,Punjabi Bagh,123.6,194.4,20.4,1.4,0.2,157.3,14.8,303,Very Poor,PM2.5,Respiratory illness on prolonged exposure,32.6,36.8,2.2,CPCB
33731,2018-05-17,Gujarat,Ahmedabad,Maninagar,89.7,173.3,28.9,15.6,0.2,90.5,7.3,199,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",29.4,57.3,5.1,CPCB
33732,2018-05-17,Gujarat,Surat,Surat Ichchhanath,15.9,26.4,31.0,8.0,0.37,155.4,28.0,40,Good,NO2,Minimal impact,28.4,54.5,5.7,CPCB
33733,2018-05-17,Gujarat,Vadodara,Vadodara GIDC,92.4,167.8,32.6,14.5,1.75,72.0,41.1,208,Poor,PM2.5,Breathing discomfort on prolonged exposure,29.5,49.7,6.1,State Pollution Control Board
33734,2018-05-17,Haryana,Gurugram,Gurugram Sector 51,29.5,48.1,49.2,6.6,1.03,96.3,48.9,54,Satisfactory,NO2,Minor breathing discomfort to sensitive people,33.3,36.8,0.7,CPCB
33735,2018-05-17,Haryana,Gurugram,Gurugram Sector 51,86.5,149.3,19.2,13.5,0.82,33.4,10.7,188,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",31.1,46.4,10.1,State Pollution Control Board
33736,2018-05-17,Jharkhand,Ranchi,Ranchi Circular Road,56.0,105.6,37.2,11.5,0.2,132.9,15.7,93,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,37.8,62.6,11.9,State Pollution Control Board
33737,2018-05-17,Kerala,Thiruvananthapuram,TVM Kariavattom,24.2,36.8,6.6,2.0,0.26,109.7,15.3,40,Good,PM2.5,Minimal impact,31.7,62.3,7.4,State Pollution Control Board
33738,2018-05-17,Madhya Pradesh,Bhopal,TT Nagar,15.5,26.4,11.6,2.8,1.89,83.9,16.2,26,Good,PM2.5,Minimal impact,30.8,49.0,15.4,State Pollution Control Board
33739,2018-05-17,Maharashtra,Mumbai,Bandra Kurla Complex,79.7,136.1,13.9,3.1,0.67,104.2,55.2,166,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",28.4,64.6,16.3,CPCB
33740,2018-05-17,Maharashtra,Mumbai,Bandra Kurla Complex,28.2,49.1,12.0,19.1,0.34,99.7,42.7,47,Good,PM2.5,Minimal impact,24.5,53.8,3.7,State Pollution Control Board
33741,2018-05-17,Maharashtra,Pune,Pune Bhosari,75.9,153.4,4.2,12.9,1.24,69.2,46.8,153,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",30.2,83.1,6.0,CPCB
33742,2018-05-17,Maharashtra,Pune,Pune Bhosari,20.3,42.9,27.1,12.7,0.32,77.9,22.1,34,Good,PM2.5,Minimal impact,33.4,39.9,8.9,CPCB
33743,2018-05-17,Punjab,Amritsar,Amritsar Golden Gate,36.6,75.6,28.6,14.0,0.92,130.4,41.1,61,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,34.3,75.4,6.8,CPCB
33744,2018-05-17,Rajasthan,Jodhpur,Jodhpur Collectorate,13.7,27.0,56.8,12.5,1.17,14.5,43.2,62,Satisfactory,NO2,Minor breathing discomfort to sensitive people,31.3,68.4,5.9,CPCB
33745,2018-05-17,Rajasthan,Kota,Kota Vigyan Nagar,83.2,177.1,13.9,9.6,1.22,43.7,19.1,177,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",30.0,56.2,3.8,State Pollution Control Board
33746,2018-05-17,Tamil Nadu,Madurai,Madurai Anna Bus Stand,37.5,59.3,5.5,5.0,1.06,39.7,20.8,62,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,24.8,37.1,5.2,State Pollution Control Board
33747,2018-05-17,Telangana,Hyderabad,Sanathnagar,38.4,65.2,15.8,3.6,1.2,36.1,5.4,64,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,31.6,40.3,4.0,CPCB
33748,2018-05-17,Uttar Pradesh,Ghaziabad,Sanjay Nagar,87.3,181.9,17.7,14.4,0.44,96.3,18.0,191,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",36.6,84.9,6.7,State Pollution Control Board
33749,2018-05-17,Uttar Pradesh,Kanpur,Nehru Nagar,33.9,52.4,14.0,11.8,1.78,47.2,23.1,57,Satisfactory,PM10,Minor breathing discomfort to sensitive people,32.0,78.7,7.8,SAFAR
33750,2018-05-17,Uttar Pradesh,Meerut,Meerut Jaibheem Nagar,30.6,50.0,50.2,12.6,0.5,110.3,35.1,60,Satisfactory,NO2,Minor breathing discomfort to sensitive people,29.5,36.6,12.9,SAFAR
33751,2018-05-17,Uttar Pradesh,Noida,Noida Sector 62,100.0,156.8,31.5,17.4,3.21,167.2,2.2,233,Poor,PM2.5,Breathing discomfort on prolonged exposure,46.7,44.1,10.0,CPCB
33752,2018-05-17,West Bengal,Howrah,Howrah Ghusuri,90.8,140.9,67.5,5.0,1.11,53.3,83.4,203,Poor,PM2.5,Breathing discomfort on prolonged exposure,27.9,50.5,11.0,CPCB
33753,2018-05-17,West Bengal,Kolkata,Rabindra Bharati University,42.3,78.5,46.6,16.0,0.89,75.5,31.3,70,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,33.3,91.9,2.5,State Pollution Control Board
33754,2018-05-17,West Bengal,Kolkata,Rabindra Bharati University,162.0,298.1,8.6,16.4,0.21,63.2,30.5,332,Very Poor,PM2.5,Respiratory illness on prolonged exposure,27.2,37.1,4.5,CPCB
33755,2018-05-18,Andhra Pradesh,Vijayawada,Vijayawada PWD Grounds,100.3,187.2,7.2,3.6,0.22,115.2,60.9,234,Poor,PM2.5,Breathing discomfort on prolonged exposure,36.9,69.4,10.0,State Pollution Control Board
33756,2018-05-18,Andhra Pradesh,Visakhapatnam,GVM Corporation,42.2,91.4,61.2,39.1,0.68,23.0,14.1,77,Satisfactory,NO2,Minor breathing discomfort to sensitive people,32.6,61.6,6.4,State Pollution Control Board
33757,2018-05-18,Assam,Guwahati,Guwahati Railway Colony,62.2,95.4,20.4,4.5,2.33,78.6,21.8,107,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",32.5,65.1,20.6,CPCB
33758,2018-05-18,Delhi,Delhi,Punjabi Bagh,42.1,63.2,65.8,9.3,0.32,131.6,100.0,70,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,31.1,79.0,1.5,CPCB
33759,2018-05-18,Delhi,Delhi,Anand Vihar,31.4,66.7,13.3,5.5,0.9,46.0,32.4,52,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,28.3,73.0,14.5,State Pollution Control Board
33760,2018-05-18,Jharkhand,Jamshedpur,Jamshedpur Sakchi,161.7,341.3,17.7,6.7,0.31,50.3,8.5,335,Very Poor,PM10,Respiratory illness on prolonged exposure,32.6,47.1,11.3,CPCB
33761,2018-05-18,Jharkhand,Ranchi,Ranchi Circular Road,44.5,84.5,28.0,13.1,0.76,165.3,25.1,74,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,32.1,75.2,0.4,CPCB
33762,2018-05-18,Karnataka,Bengaluru,BTM Layout,90.9,165.4,20.2,4.7,1.85,29.8,56.7,210,Poor,PM10,Breathing discomfort on prolonged exposure,31.1,56.8,17.4,CPCB
33763,2018-05-18,Kerala,Thiruvananthapuram,TVM Kariavattom,24.0,49.2,20.5,7.2,0.33,27.4,51.0,40,Good,PM2.5,Minimal impact,28.5,62.2,1.0,State Pollution Control Board
33764,2018-05-18,Maharashtra,Mumbai,Bandra Kurla Complex,77.6,133.8,16.8,11.1,0.66,66.8,42.9,159,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",34.7,40.7,16.9,CPCB
33765,2018-05-18,Maharashtra,Mumbai,Colaba,34.8,57.9,4.8,7.5,0.71,75.9,10.3,58,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,30.4,34.2,4.4,State Pollution Control Board
33766,2018-05-18,Maharashtra,Nagpur,Nagpur Civil Lines,56.5,110.1,13.6,13.3,2.46,115.9,8.9,94,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,34.9,65.3,5.3,CPCB
33767,2018-05-18,Maharashtra,Pune,Pune Bhosari,70.8,132.1,22.4,5.9,0.87,52.2,19.3,136,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",33.0,55.5,7.7,State Pollution Control Board
33768,2018-05-18,Odisha,Bhubaneswar,Bhubaneswar Capital Hospital,16.2,24.8,60.3,16.6,0.29,101.5,14.5,70,Satisfactory,NO2,Minor breathing discomfort to sensitive people,34.7,51.9,24.6,State Pollution Control Board
33769,2018-05-18,Odisha,Bhubaneswar,Bhubaneswar Capital Hospital,49.0,77.6,20.2,15.2,0.63,93.3,6.0,84,Satisfactory,PM10,Minor breathing discomfort to sensitive people,31.6,69.4,8.2,State Pollution Control Board
33770,2018-05-18,Punjab,Amritsar,Amritsar Golden Gate,56.4,85.1,8.5,13.4,1.27,54.0,10.6,94,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,32.3,45.6,7.5,CPCB
33771,2018-05-18,Punjab,Amritsar,Amritsar Golden Gate,97.0,190.2,22.0,7.7,1.03,165.2,11.2,223,Poor,PM2.5,Breathing discomfort on prolonged exposure,32.8,63.9,8.2,State Pollution Control Board
33772,2018-05-18,Punjab,Amritsar,Amritsar Golden Gate,67.8,130.5,29.3,15.6,0.68,45.1,21.5,126,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",30.3,76.3,3.3,CPCB
33773,2018-05-18,Punjab,Ludhiana,Ludhiana Civil Hospital,122.5,236.9,24.3,28.9,0.75,125.5,65.0,308,Very Poor,PM10,Respiratory illness on prolonged exposure,20.9,39.7,8.3,CPCB
33774,2018-05-18,Telangana,Hyderabad,Sanathnagar,31.0,48.2,11.8,14.0,1.67,127.5,7.8,52,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,26.3,49.1,6.5,CPCB
33775,2018-05-18,Uttar Pradesh,Agra,Sanjay Palace,74.4,135.9,44.3,19.0,2.0,67.5,12.9,148,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",28.9,52.6,9.6,CPCB
33776,2018-05-18,Uttar Pradesh,Kanpur,Nehru Nagar,86.3,187.7,4.6,36.9,1.37,49.2,21.3,188,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",25.1,41.7,3.3,CPCB
33777,2018-05-18,Uttar Pradesh,Noida,Noida Sector 62,69.4,130.9,25.0,13.4,1.13,132.8,37.0,131,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",39.4,65.4,3.6,CPCB
33778,2018-05-18,West Bengal,Asansol,Asansol Court Area,56.2,117.8,49.2,9.8,0.88,156.4,19.7,94,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,33.8,17.3,8.1,State Pollution Control Board
33779,2018-05-18,West Bengal,Asansol,Asansol Court Area,112.2,189.1,34.9,5.8,0.2,70.8,11.3,274,Poor,PM2.5,Breathing discomfort on prolonged exposure,28.6,58.9,6.9,State Pollution Control Board
33780,2018-05-19,Bihar,Patna,Rajbansi Nagar,39.4,84.8,16.8,5.6,2.82,37.6,8.8,66,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,28.1,60.6,8.3,CPCB
33781,2018-05-19,Chhattisgarh,Raipur,Raipur Telibandha,85.1,182.1,27.4,17.1,2.55,241.0,14.4,184,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",34.3,56.2,6.6,CPCB
33782,2018-05-19,Chhattisgarh,Raipur,Raipur Telibandha,55.3,105.6,22.3,2.4,1.66,145.6,19.3,92,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,28.8,71.0,5.5,State Pollution Control Board
33783,2018-05-19,Chhattisgarh,Raipur,Raipur Telibandha,51.2,78.5,35.0,17.2,0.35,56.5,15.7,88,Satisfactory,PM10,Minor breathing discomfort to sensitive people,32.8,64.8,6.1,CPCB
33784,2018-05-19,Delhi,Delhi,R K Puram,51.7,100.9,55.3,12.9,1.47,64.6,31.0,86,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,29.3,82.0,15.3,State Pollution Control Board
33785,2018-05-19,Delhi,Delhi,R K Puram,164.1,354.9,41.2,22.7,1.95,84.9,49.7,334,Very Poor,PM2.5,Respiratory illness on prolonged exposure,31.4,55.5,8.1,State Pollution Control Board
33786,2018-05-19,Gujarat,Ahmedabad,Maninagar,59.2,107.4,38.5,10.2,2.77,20.5,34.7,102,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",32.6,50.0,6.7,CPCB
33787,2018-05-19,Gujarat,Surat,Surat Ichchhanath,84.9,175.8,24.8,5.4,0.39,40.0,23.1,183,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",32.0,50.6,4.3,CPCB
33788,2018-05-19,Haryana,Faridabad,Faridabad Sector 16A,37.1,78.6,31.9,19.4,1.91,20.5,9.8,62,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,32.5,75.9,4.2,State Pollution Control Board
33789,2018-05-19,Haryana,Gurugram,Gurugram Sector 51,76.8,145.8,20.1,26.6,2.21,140.8,15.4,156,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",38.5,25.5,2.9,State Pollution Control Board
33790,2018-05-19,Jharkhand,Ranchi,Ranchi Circular Road,66.7,134.0,14.4,6.3,1.23,29.8,29.7,123,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",32.1,74.1,9.1,SAFAR
33791,2018-05-19,Karnataka,Bengaluru,Silk Board,70.7,109.1,20.8,8.3,0.55,92.8,48.4,136,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",32.9,56.7,8.0,State Pollution Control Board
33792,2018-05-19,Karnataka,Bengaluru,BTM Layout,21.4,46.3,23.4,6.0,0.31,95.2,15.0,36,Good,PM2.5,Minimal impact,25.4,37.5,2.3,State Pollution Control Board
33793,2018-05-19,Madhya Pradesh,Bhopal,TT Nagar,23.2,49.0,25.2,22.5,0.48,36.8,24.6,39,Good,PM2.5,Minimal impact,42.1,73.6,19.6,State Pollution Control Board
33794,2018-05-19,Madhya Pradesh,Indore,Chhoti Gwaltoli,30.1,62.9,24.9,5.7,4.37,40.1,21.1,52,Satisfactory,PM10,Minor breathing discomfort to sensitive people,31.8,82.3,1.1,State Pollution Control Board
33795,2018-05-19,Maharashtra,Mumbai,Bandra Kurla Complex,47.7,84.9,16.9,22.2,0.51,33.0,9.5,80,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,35.1,26.9,7.6,State Pollution Control Board
33796,2018-05-19,Maharashtra,Pune,Pune Bhosari,23.5,44.0,18.5,35.0,0.92,106.3,4.7,39,Good,PM2.5,Minimal impact,31.3,63.5,8.3,CPCB
33797,2018-05-19,Punjab,Amritsar,Amritsar Golden Gate,37.2,65.2,26.0,27.2,3.19,149.6,17.4,63,Satisfactory,PM10,Minor breathing discomfort to sensitive people,31.7,62.2,10.4,State Pollution Control Board
33798,2018-05-19,Rajasthan,Kota,Kota Vigyan Nagar,56.9,85.5,56.0,26.1,2.76,47.9,29.5,95,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,28.7,51.8,6.8,State Pollution Control Board
33799,2018-05-19,Tamil Nadu,Chennai,Alandur Bus Depot,35.5,65.4,45.2,10.0,0.69,47.3,30.4,59,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,27.8,40.4,4.7,CPCB
33800,2018-05-19,Telangana,Hyderabad,Sanathnagar,22.8,45.2,44.2,5.7,0.48,81.9,11.5,52,Satisfactory,NO2,Minor breathing discomfort to sensitive people,37.3,77.9,5.6,CPCB
33801,2018-05-19,Telangana,Hyderabad,Sanathnagar,69.2,129.8,20.0,10.6,0.2,109.5,21.8,131,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",32.4,64.6,4.3,CPCB
33802,2018-05-19,West Bengal,Asansol,Asansol Court Area,42.6,90.9,30.6,10.8,3.0,76.2,12.8,74,Satisfactory,PM10,Minor breathing discomfort to sensitive people,27.5,69.1,15.1,CPCB
33803,2018-05-20,Assam,Guwahati,Guwahati Railway Colony,19.3,40.6,33.7,3.9,0.82,162.0,24.2,34,Good,NO2,Minimal impact,31.6,39.7,3.3,State Pollution Control Board
33804,2018-05-20,Assam,Guwahati,Guwahati Railway Colony,54.3,85.4,17.6,11.5,0.46,152.0,8.9,90,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,38.0,47.0,18.7,State Pollution Control Board
33805,2018-05-20,Bihar,Muzaffarpur,Muzaffarpur Collectorate,33.3,57.9,46.3,6.8,2.04,73.6,22.3,55,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,33.5,66.6,3.0,SAFAR
33806,2018-05-20,Bihar,Muzaffarpur,Muzaffarpur Collectorate,55.3,88.3,32.3,13.5,1.98,10.9,35.7,92,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,36.6,65.0,5.2,CPCB
33807,2018-05-20,Bihar,Muzaffarpur,Muzaffarpur Collectorate,24.5,47.1,23.2,14.8,0.2,52.0,41.4,42,Good,PM10,Minimal impact,33.5,82.7,9.7,CPCB
33808,2018-05-20,Bihar,Muzaffarpur,Muzaffarpur Collectorate,67.1,105.6,21.4,34.7,1.08,57.8,38.6,124,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",33.2,71.7,8.6,State Pollution Control Board
33809,2018-05-20,Chhattisgarh,Raipur,Raipur Telibandha,36.2,67.5,5.5,5.9,0.75,51.2,35.3,62,Satisfactory,PM10,Minor breathing discomfort to sensitive people,28.1,72.6,11.1,State Pollution Control Board
33810,2018-05-20,Delhi,Delhi,Dwarka Sector 8,87.3,163.5,61.4,59.0,2.28,85.1,76.6,192,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",25.7,69.8,8.1,SAFAR
33811,2018-05-20,Delhi,Delhi,Anand Vihar,63.8,99.5,44.2,9.1,1.34,35.2,21.8,113,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",30.3,63.9,26.2,State Pollution Control Board
33812,2018-05-20,Goa,Panaji,Panaji Bus Stand,35.0,76.1,14.0,9.1,0.2,44.7,29.4,61,Satisfactory,PM10,Minor breathing discomfort to sensitive people,30.8,64.8,10.6,CPCB
33813,2018-05-20,Gujarat,Ahmedabad,Maninagar,57.9,103.5,31.7,4.4,0.85,124.1,7.8,96,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,29.8,67.7,7.9,SAFAR
33814,2018-05-20,Himachal Pradesh,Shimla,Shimla US Club,18.0,33.6,8.5,10.4,0.83,73.8,4.3,30,Good,PM2.5,Minimal impact,29.4,93.0,10.2,CPCB
33815,2018-05-20,Jharkhand,Jamshedpur,Jamshedpur Sakchi,64.4,124.3,9.6,14.1,0.78,38.0,9.9,115,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",35.7,52.0,4.5,CPCB
33816,2018-05-20,Jharkhand,Ranchi,Ranchi Circular Road,67.0,118.9,45.6,7.0,0.27,106.3,54.0,123,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",30.9,77.9,5.8,CPCB
33817,2018-05-20,Karnataka,Bengaluru,BTM Layout,16.4,27.3,19.7,20.1,1.55,43.5,26.1,27,Good,PM2.5,Minimal impact,31.9,64.6,16.8,CPCB
33818,2018-05-20,Kerala,Kochi,Kochi Vyttila,27.3,46.9,26.4,6.7,0.6,72.9,11.9,46,Good,PM2.5,Minimal impact,31.0,58.9,8.7,SAFAR
33819,2018-05-20,Kerala,Kochi,Kochi Vyttila,10.1,18.1,4.8,7.6,0.38,159.6,14.9,17,Good,PM2.5,Minimal impact,35.1,50.5,2.0,CPCB
33820,2018-05-20,Madhya Pradesh,Indore,Chhoti Gwaltoli,53.7,107.8,20.3,7.0,0.6,235.1,42.4,90,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,31.5,53.9,16.9,State Pollution Control Board
33821,2018-05-20,Madhya Pradesh,Indore,Chhoti Gwaltoli,32.0,58.3,20.3,16.3,1.43,99.4,20.1,54,Satisfactory,PM10,Minor breathing discomfort to sensitive people,42.0,30.6,14.1,CPCB
33822,2018-05-20,Madhya Pradesh,Indore,Chhoti Gwaltoli,19.3,35.2,32.3,20.5,1.21,112.5,8.8,40,Good,NO2,Minimal impact,37.2,77.1,12.6,SAFAR
33823,2018-05-20,Maharashtra,Mumbai,Bandra Kurla Complex,33.1,56.5,42.1,4.7,0.2,102.8,82.6,55,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,32.1,49.4,4.1,State Pollution Control Board
33824,2018-05-20,Maharashtra,Pune,Pune Bhosari,39.2,81.0,22.4,15.7,0.9,68.7,23.1,65,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,28.6,66.6,3.8,State Pollution Control Board
33825,2018-05-20,Punjab,Ludhiana,Ludhiana Civil Hospital,93.5,169.6,53.8,7.0,0.76,120.1,45.5,212,Poor,PM2.5,Breathing discomfort on prolonged exposure,34.1,96.1,3.9,CPCB
33826,2018-05-20,Tamil Nadu,Madurai,Madurai Anna Bus Stand,54.7,92.9,17.7,16.6,1.05,137.0,29.4,92,Satisfactory,PM10,Minor breathing discomfort to sensitive people,29.6,45.7,24.3,CPCB
33827,2018-05-20,Telangana,Hyderabad,Sanathnagar,112.1,182.9,11.3,7.5,0.44,118.6,45.6,274,Poor,PM2.5,Breathing discomfort on prolonged exposure,26.4,55.3,9.1,SAFAR
33828,2018-05-20,Uttar Pradesh,Kanpur,Nehru Nagar,82.6,177.4,2.2,13.7,0.72,82.2,40.7,175,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",28.5,52.2,14.4,SAFAR
33829,2018-05-20,Uttar Pradesh,Varanasi,Ardhali Bazar,145.1,247.5,32.4,10.4,0.76,133.1,42.5,334,Very Poor,PM10,Respiratory illness on prolonged exposure,29.5,49.6,9.7,State Pollution Control Board
33830,2018-05-20,West Bengal,Asansol,Asansol Court Area,72.9,113.1,18.5,7.2,0.66,64.5,16.4,143,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",25.2,38.3,4.9,SAFAR
33831,2018-05-21,Andhra Pradesh,Vijayawada,Vijayawada PWD Grounds,58.5,94.3,42.5,3.8,1.02,30.4,9.4,98,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,31.2,45.9,27.8,State Pollution Control Board
33832,2018-05-21,Bihar,Muzaffarpur,Muzaffarpur Collectorate,57.9,117.7,20.4,5.5,0.31,41.4,37.1,96,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,32.9,45.1,4.9,State Pollution Control Board
33833,2018-05-21,Delhi,Delhi,Anand Vihar,147.4,282.9,56.2,8.1,0.2,19.9,24.9,331,Very Poor,PM10,Respiratory illness on prolonged exposure,29.2,49.1,7.8,State Pollution Control Board
33834,2018-05-21,Delhi,Delhi,Dwarka Sector 8,170.1,347.3,27.4,15.4,0.81,17.5,11.0,339,Very Poor,PM2.5,Respiratory illness on prolonged exposure,42.8,71.6,9.4,State Pollution Control Board
33835,2018-05-21,Delhi,Delhi,ITO,37.8,60.3,5.9,5.8,1.96,85.6,12.3,63,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,34.8,64.5,3.1,CPCB
33836,2018-05-21,Delhi,Delhi,Dwarka Sector 8,309.5,464.4,17.8,7.8,1.02,35.1,14.5,431,Severe,PM10,"Affects healthy people, serious impact on those with existing diseases",33.6,45.7,9.0,State Pollution Control Board
33837,2018-05-21,Gujarat,Ahmedabad,Maninagar,62.1,126.7,30.0,10.5,0.35,64.8,34.0,107,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",30.8,52.4,11.1,State Pollution Control Board
33838,2018-05-21,Haryana,Gurugram,Gurugram Sector 51,41.2,82.7,39.1,10.5,7.31,44.2,18.0,69,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,22.6,46.1,7.7,CPCB
33839,2018-05-21,Haryana,Gurugram,Gurugram Sector 51,159.2,319.1,38.9,10.7,1.09,37.2,15.6,330,Very Poor,PM2.5,Respiratory illness on prolonged exposure,32.3,37.0,6.0,CPCB
33840,2018-05-21,Karnataka,Mysuru,Mysuru Hebbal,12.1,21.9,7.3,5.3,1.48,60.9,25.1,20,Good,PM2.5,Minimal impact,29.9,58.6,14.4,CPCB
33841,2018-05-21,Karnataka,Mysuru,Mysuru Hebbal,38.1,64.1,26.8,1.3,2.65,75.5,54.5,65,Satisfactory,PM10,Minor breathing discomfort to sensitive people,34.3,60.9,9.9,CPCB
33842,2018-05-21,Kerala,Thiruvananthapuram,TVM Kariavattom,19.4,37.0,33.7,18.5,0.72,61.5,39.8,35,Good,NO2,Minimal impact,43.0,69.6,1.6,State Pollution Control Board
33843,2018-05-21,Kerala,Thiruvananthapuram,TVM Kariavattom,19.7,29.9,15.4,10.3,0.26,34.1,4.6,33,Good,PM2.5,Minimal impact,31.9,58.5,5.1,State Pollution Control Board
33844,2018-05-21,Kerala,Thiruvananthapuram,TVM Kariavattom,16.3,26.2,23.2,6.1,0.69,46.7,10.8,27,Good,PM2.5,Minimal impact,30.9,84.7,8.1,CPCB
33845,2018-05-21,Kerala,Thiruvananthapuram,TVM Kariavattom,29.5,50.5,18.8,4.8,0.27,56.5,18.0,49,Good,PM2.5,Minimal impact,29.9,41.8,12.2,CPCB
33846,2018-05-21,Madhya Pradesh,Bhopal,TT Nagar,30.6,49.7,26.1,11.4,1.93,74.1,93.0,51,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,37.8,60.9,2.7,SAFAR
