Observation_ID,Date,Year,Month,Glacier_Name,Himalayan_Basin_Range,State_or_UT,Elevation_m_asl,Ambient_Air_Temp_C,Ice_Surface_Temp_C,Solar_Irradiance_W_m2,Surface_Albedo,Debris_Cover_Thickness_cm,Daily_Liquefaction_Melt_cm_we,Annual_Terminus_Retreat_m_yr,Net_Annual_Mass_Balance_m_we_yr,Glacial_Lake_Volume_10k_m3,Proglacial_Discharge_m3_s,GLOF_Susceptibility_Class
HIM-GL-MELT-004096,2022-06-26,2022,June,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4191,8.9,0.0,597.1,0.39,4.0,9.37,27.0,-1.19,405.9,38.6,High Risk
HIM-GL-MELT-004097,2024-08-09,2024,August,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3748,11.5,0.0,816.0,0.33,5.3,11.92,27.6,-1.42,176.6,46.9,Moderate Risk
HIM-GL-MELT-004098,2018-05-25,2018,May,Rathong Glacier,West Sikkim,Sikkim,4585,2.5,-0.1,661.8,0.33,6.7,4.4,26.3,-1.36,298.3,17.8,Moderate Risk
HIM-GL-MELT-004099,2024-05-21,2024,May,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,4892,0.4,-1.6,758.9,0.32,6.1,3.33,27.4,-1.33,125.1,12.8,Moderate Risk
HIM-GL-MELT-004100,2026-10-06,2026,October,Parkachik Glacier,Zanskar Range,Ladakh,4467,4.0,0.0,746.6,0.36,8.1,4.81,29.6,-0.98,182.6,20.2,Moderate Risk
HIM-GL-MELT-004101,2024-08-30,2024,August,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4039,11.8,0.0,767.6,0.27,8.1,9.39,21.0,-1.25,148.4,36.0,Moderate Risk
HIM-GL-MELT-004102,2021-10-09,2021,October,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,5004,-1.0,-1.7,578.7,0.21,11.1,1.22,17.9,-1.23,394.1,9.5,Low Risk / Monitored
HIM-GL-MELT-004103,2021-07-26,2021,July,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4672,5.4,0.0,786.5,0.38,1.6,6.98,26.7,-1.13,785.1,33.1,High Risk
HIM-GL-MELT-004104,2024-09-20,2024,September,Machoi Glacier,Great Himalaya,Jammu & Kashmir,3955,6.4,0.0,743.0,0.29,6.1,7.68,27.2,-1.01,152.0,29.2,Moderate Risk
HIM-GL-MELT-004105,2025-09-20,2025,September,Rathong Glacier,West Sikkim,Sikkim,4510,4.5,-0.3,874.5,0.24,17.9,1.75,34.8,-1.56,563.6,10.4,Low Risk / Monitored
HIM-GL-MELT-004106,2023-07-21,2023,July,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4616,4.7,0.0,650.3,0.4,2.2,6.79,21.6,-1.15,185.1,27.2,Moderate Risk
HIM-GL-MELT-004107,2023-08-10,2023,August,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4190,12.4,0.0,594.4,0.35,11.7,6.52,26.7,-1.21,409.7,26.8,High Risk
HIM-GL-MELT-004108,2019-09-18,2019,September,Milam Glacier,Goriganga Basin,Uttarakhand,4152,4.3,-0.5,789.4,0.34,6.5,5.75,26.5,-1.36,406.0,25.0,High Risk
HIM-GL-MELT-004109,2024-05-23,2024,May,Rathong Glacier,West Sikkim,Sikkim,4400,0.4,-1.4,729.1,0.36,8.3,2.63,35.0,-1.7,434.9,14.3,Low Risk / Monitored
HIM-GL-MELT-004110,2024-09-17,2024,September,Parkachik Glacier,Zanskar Range,Ladakh,4319,6.8,0.0,742.9,0.31,4.6,8.02,20.1,-0.95,141.3,30.7,Moderate Risk
HIM-GL-MELT-004111,2026-06-05,2026,June,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4481,3.9,0.0,664.8,0.37,6.5,4.8,25.0,-1.04,156.9,18.1,Moderate Risk
HIM-GL-MELT-004112,2021-06-18,2021,June,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4604,1.8,-0.3,594.1,0.33,13.5,2.04,26.6,-1.28,423.8,10.0,Low Risk / Monitored
HIM-GL-MELT-004113,2024-07-20,2024,July,Machoi Glacier,Great Himalaya,Jammu & Kashmir,4337,10.7,0.0,614.5,0.37,2.1,11.18,19.1,-0.97,168.3,43.0,Moderate Risk
HIM-GL-MELT-004114,2022-06-17,2022,June,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4690,5.8,-0.1,694.5,0.29,14.7,2.43,26.8,-1.4,366.7,10.8,Low Risk / Monitored
HIM-GL-MELT-004115,2023-08-05,2023,August,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4447,9.2,0.0,716.2,0.3,10.7,6.6,25.2,-1.15,143.1,25.8,Moderate Risk
HIM-GL-MELT-004116,2025-08-10,2025,August,Machoi Glacier,Great Himalaya,Jammu & Kashmir,4100,11.1,0.0,668.0,0.33,9.8,7.92,26.7,-1.22,126.3,32.9,Moderate Risk
HIM-GL-MELT-004117,2020-05-05,2020,May,Milam Glacier,Goriganga Basin,Uttarakhand,4391,6.3,0.0,692.9,0.44,3.2,8.18,19.5,-0.97,347.6,33.9,High Risk
HIM-GL-MELT-004118,2021-07-07,2021,July,Siachen Glacier,Karakoram,Ladakh,5315,-2.0,-1.4,614.6,0.29,5.9,1.7,6.5,-0.51,28.0,5.7,Low Risk / Monitored
HIM-GL-MELT-004119,2024-05-13,2024,May,Drang-Drung Glacier,Zanskar Range,Ladakh,5243,0.9,-1.0,702.0,0.38,7.5,2.77,23.7,-1.17,180.8,13.3,Low Risk / Monitored
HIM-GL-MELT-004120,2023-05-30,2023,May,Pindari Glacier,Kumaon Himalaya,Uttarakhand,4173,6.5,0.0,792.5,0.38,3.3,9.16,31.7,-1.14,147.1,34.7,Moderate Risk
HIM-GL-MELT-004121,2019-08-18,2019,August,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,5101,3.6,0.0,786.7,0.21,13.5,2.71,20.7,-1.25,384.9,14.1,Low Risk / Monitored
HIM-GL-MELT-004122,2022-05-08,2022,May,Rathong Glacier,West Sikkim,Sikkim,4941,-0.2,-1.2,568.5,0.35,6.4,2.11,33.5,-1.28,384.7,13.7,Low Risk / Monitored
HIM-GL-MELT-004123,2023-07-05,2023,July,Siachen Glacier,Karakoram,Ladakh,5248,3.0,-0.2,443.5,0.37,2.4,4.13,9.3,-0.98,37.4,15.2,Low Risk / Monitored
HIM-GL-MELT-004124,2025-09-09,2025,September,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,5256,-1.3,-0.7,686.0,0.29,11.3,0.88,21.2,-1.11,423.3,7.3,Low Risk / Monitored
HIM-GL-MELT-004125,2020-07-22,2020,July,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4765,4.6,-0.0,434.1,0.29,6.5,5.07,22.4,-1.21,447.1,23.6,High Risk
HIM-GL-MELT-004126,2024-08-27,2024,August,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,4788,-0.2,-0.7,494.4,0.34,3.8,2.43,27.0,-1.1,112.0,8.1,Low Risk / Monitored
HIM-GL-MELT-004127,2019-06-22,2019,June,Zemu Glacier,Kanchenjunga Massif,Sikkim,4661,6.7,0.0,730.4,0.38,4.0,8.54,31.9,-1.36,346.8,35.1,High Risk
HIM-GL-MELT-004128,2020-08-06,2020,August,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4233,11.7,0.0,660.4,0.32,5.7,11.03,24.4,-1.05,399.3,46.2,High Risk
HIM-GL-MELT-004129,2020-07-12,2020,July,South Lhonak Glacier,North Sikkim Basin,Sikkim,5279,3.8,0.0,664.5,0.28,9.7,3.81,32.1,-1.5,1303.4,25.0,High Risk
HIM-GL-MELT-004130,2025-09-20,2025,September,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4151,6.8,0.0,704.6,0.33,7.7,6.68,31.8,-1.48,523.3,29.0,High Risk
HIM-GL-MELT-004131,2020-08-07,2020,August,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,4937,0.1,-1.2,613.0,0.37,4.3,2.61,20.0,-1.08,137.6,12.5,Low Risk / Monitored
HIM-GL-MELT-004132,2024-09-05,2024,September,Rathong Glacier,West Sikkim,Sikkim,4629,5.3,0.0,748.0,0.3,7.0,6.29,27.2,-1.18,436.5,26.8,High Risk
HIM-GL-MELT-004133,2022-09-27,2022,September,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4591,2.1,-0.9,553.4,0.37,2.6,4.25,24.0,-1.11,378.4,19.4,Moderate Risk
HIM-GL-MELT-004134,2026-05-15,2026,May,Drang-Drung Glacier,Zanskar Range,Ladakh,4569,6.0,0.0,537.7,0.21,20.8,1.82,20.4,-1.32,122.9,6.4,Low Risk / Monitored
HIM-GL-MELT-004135,2025-05-22,2025,May,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4828,5.1,0.0,579.5,0.32,5.5,6.26,31.0,-1.28,434.0,27.4,High Risk
HIM-GL-MELT-004136,2024-06-16,2024,June,Milam Glacier,Goriganga Basin,Uttarakhand,4318,6.9,0.0,556.0,0.36,5.7,7.06,28.8,-1.11,397.5,27.7,High Risk
HIM-GL-MELT-004137,2025-08-25,2025,August,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5485,-1.5,-1.2,543.2,0.18,21.9,0.1,29.1,-1.36,185.4,3.4,Low Risk / Monitored
HIM-GL-MELT-004138,2023-07-12,2023,July,Changme Khangpu Glacier,Tista Basin,Sikkim,4474,7.5,0.0,710.7,0.2,22.8,1.93,24.3,-1.4,363.5,8.9,Low Risk / Monitored
HIM-GL-MELT-004139,2025-08-28,2025,August,Drang-Drung Glacier,Zanskar Range,Ladakh,4788,8.4,0.0,703.1,0.27,16.6,2.52,15.3,-1.05,175.6,11.3,Low Risk / Monitored
HIM-GL-MELT-004140,2020-05-16,2020,May,Machoi Glacier,Great Himalaya,Jammu & Kashmir,3979,4.9,-0.5,564.0,0.46,1.6,5.35,18.5,-0.85,139.4,20.4,Moderate Risk
HIM-GL-MELT-004141,2019-08-14,2019,August,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,3957,13.5,0.0,602.6,0.31,6.7,10.91,20.2,-0.77,288.2,44.8,High Risk
HIM-GL-MELT-004142,2023-07-22,2023,July,Siachen Glacier,Karakoram,Ladakh,5079,6.1,0.0,493.8,0.34,7.3,5.74,23.2,-1.09,45.4,20.0,Low Risk / Monitored
HIM-GL-MELT-004143,2022-08-12,2022,August,Machoi Glacier,Great Himalaya,Jammu & Kashmir,3924,11.5,0.0,562.4,0.43,2.9,12.29,21.0,-1.33,129.6,47.3,Moderate Risk
HIM-GL-MELT-004144,2022-07-30,2022,July,Chorabari Glacier,Mandakini Basin (Kedarnath),Uttarakhand,4221,10.6,0.0,684.9,0.38,3.6,11.25,27.2,-1.2,873.7,49.6,Very High (Critical Alert)
HIM-GL-MELT-004145,2023-10-12,2023,October,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4157,4.0,-0.3,820.9,0.28,6.8,6.19,27.3,-0.95,402.1,27.0,High Risk
HIM-GL-MELT-004146,2021-06-18,2021,June,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,4931,4.6,-0.6,723.5,0.33,6.5,6.35,23.6,-0.95,109.9,25.5,Moderate Risk
HIM-GL-MELT-004147,2023-06-28,2023,June,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5297,3.9,0.0,750.8,0.42,3.4,6.39,25.5,-1.05,102.4,25.3,Moderate Risk
HIM-GL-MELT-004148,2018-09-15,2018,September,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4784,0.7,-0.3,447.6,0.4,4.8,2.18,19.2,-0.77,394.3,9.7,Low Risk / Monitored
HIM-GL-MELT-004149,2026-05-30,2026,May,Pindari Glacier,Kumaon Himalaya,Uttarakhand,4215,9.2,0.0,899.0,0.3,3.5,11.96,26.1,-1.61,128.1,45.9,Moderate Risk
HIM-GL-MELT-004150,2026-07-24,2026,July,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4327,10.5,0.0,688.0,0.36,7.9,8.59,25.5,-1.23,428.2,36.5,High Risk
HIM-GL-MELT-004151,2026-05-21,2026,May,Machoi Glacier,Great Himalaya,Jammu & Kashmir,4034,8.4,0.0,712.6,0.36,3.4,10.33,27.0,-1.28,161.4,41.8,Moderate Risk
HIM-GL-MELT-004152,2021-06-03,2021,June,Pindari Glacier,Kumaon Himalaya,Uttarakhand,3809,10.3,0.0,668.1,0.42,7.4,8.03,25.9,-1.04,122.1,30.6,Moderate Risk
HIM-GL-MELT-004153,2023-07-12,2023,July,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4446,8.6,0.0,616.8,0.37,5.5,8.73,33.8,-1.51,438.2,37.2,High Risk
HIM-GL-MELT-004154,2026-08-06,2026,August,South Lhonak Glacier,North Sikkim Basin,Sikkim,5072,2.1,0.0,543.8,0.29,3.2,4.42,39.2,-1.73,1571.7,30.6,High Risk
HIM-GL-MELT-004155,2025-07-15,2025,July,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4002,10.7,0.0,927.6,0.26,14.0,4.9,28.7,-1.39,494.8,23.3,High Risk
HIM-GL-MELT-004156,2024-07-23,2024,July,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4691,5.0,-0.3,669.3,0.27,5.2,6.87,27.1,-1.31,406.6,29.8,High Risk
HIM-GL-MELT-004157,2022-07-23,2022,July,Zemu Glacier,Kanchenjunga Massif,Sikkim,4289,7.6,0.0,746.8,0.37,2.1,8.86,34.2,-1.13,374.7,36.8,High Risk
HIM-GL-MELT-004158,2023-09-11,2023,September,Siachen Glacier,Karakoram,Ladakh,5253,0.0,-1.5,744.3,0.29,3.9,3.5,17.5,-0.91,28.9,13.9,Low Risk / Monitored
HIM-GL-MELT-004159,2024-08-16,2024,August,South Lhonak Glacier,North Sikkim Basin,Sikkim,5045,3.1,-0.9,676.4,0.24,15.4,1.96,35.1,-1.47,1603.2,21.7,High Risk
HIM-GL-MELT-004160,2021-07-02,2021,July,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,5298,3.0,-0.1,767.4,0.26,16.1,1.33,23.7,-1.04,169.8,6.8,Low Risk / Monitored
HIM-GL-MELT-004161,2023-05-12,2023,May,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,4069,8.2,0.0,618.0,0.32,9.5,6.13,29.5,-1.19,64.0,27.4,Moderate Risk
HIM-GL-MELT-004162,2025-10-06,2025,October,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4937,3.3,-0.8,746.6,0.24,9.2,4.05,23.8,-1.1,520.8,19.2,Moderate Risk
HIM-GL-MELT-004163,2024-05-01,2024,May,Changme Khangpu Glacier,Tista Basin,Sikkim,4379,3.5,-0.3,774.1,0.32,10.7,4.15,29.0,-1.18,500.0,18.9,Moderate Risk
HIM-GL-MELT-004164,2022-09-21,2022,September,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4455,7.2,0.0,669.4,0.31,3.8,9.08,15.1,-0.85,299.7,36.4,High Risk
HIM-GL-MELT-004165,2023-09-06,2023,September,Drang-Drung Glacier,Zanskar Range,Ladakh,4679,1.0,-0.5,794.6,0.33,5.1,4.45,17.3,-1.12,134.6,18.9,Moderate Risk
HIM-GL-MELT-004166,2026-09-09,2026,September,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4684,2.9,-0.1,741.8,0.38,4.7,5.7,35.3,-1.5,535.9,25.6,High Risk
HIM-GL-MELT-004167,2023-06-16,2023,June,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3959,8.8,0.0,774.6,0.28,6.6,8.61,23.6,-1.39,120.7,35.4,Moderate Risk
HIM-GL-MELT-004168,2024-06-20,2024,June,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4268,8.3,0.0,706.4,0.22,20.9,2.41,30.4,-1.25,507.0,14.3,Low Risk / Monitored
HIM-GL-MELT-004169,2024-06-15,2024,June,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4316,5.3,0.0,687.4,0.34,6.9,6.28,26.0,-1.33,298.5,25.3,High Risk
HIM-GL-MELT-004170,2024-08-06,2024,August,South Lhonak Glacier,North Sikkim Basin,Sikkim,5241,1.0,-0.1,544.9,0.38,2.7,2.85,41.7,-1.59,1375.3,23.2,High Risk
HIM-GL-MELT-004171,2024-06-18,2024,June,Chorabari Glacier,Mandakini Basin (Kedarnath),Uttarakhand,3792,12.7,0.0,517.0,0.31,13.5,5.29,33.2,-1.41,796.4,26.2,High Risk
HIM-GL-MELT-004172,2022-06-14,2022,June,Zemu Glacier,Kanchenjunga Massif,Sikkim,4505,8.2,0.0,773.2,0.35,10.6,6.05,28.1,-1.28,440.1,25.8,High Risk
HIM-GL-MELT-004173,2022-06-11,2022,June,Drang-Drung Glacier,Zanskar Range,Ladakh,4750,4.5,0.0,783.6,0.36,3.9,7.56,18.9,-1.1,93.3,29.4,Moderate Risk
HIM-GL-MELT-004174,2022-07-10,2022,July,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,4342,9.1,0.0,508.2,0.35,3.8,9.62,24.4,-0.89,149.6,38.9,Moderate Risk
HIM-GL-MELT-004175,2018-06-26,2018,June,Milam Glacier,Goriganga Basin,Uttarakhand,4433,7.3,0.0,657.9,0.36,9.8,5.93,19.4,-1.1,377.0,22.7,High Risk
HIM-GL-MELT-004176,2020-06-01,2020,June,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4369,7.8,0.0,704.2,0.35,5.1,8.8,23.0,-1.11,370.1,37.3,High Risk
HIM-GL-MELT-004177,2019-10-03,2019,October,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4615,3.7,-0.1,571.3,0.23,5.6,5.41,16.2,-0.82,433.1,22.1,High Risk
HIM-GL-MELT-004178,2025-08-22,2025,August,Pindari Glacier,Kumaon Himalaya,Uttarakhand,4038,6.8,0.0,711.4,0.38,5.3,8.1,28.4,-1.15,166.1,30.5,Moderate Risk
HIM-GL-MELT-004179,2021-06-13,2021,June,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5008,0.7,0.0,844.8,0.37,7.9,2.94,25.6,-1.11,104.7,12.9,Moderate Risk
HIM-GL-MELT-004180,2019-08-22,2019,August,Milam Glacier,Goriganga Basin,Uttarakhand,4241,8.4,0.0,801.1,0.34,7.2,8.05,22.2,-1.17,301.0,32.1,High Risk
HIM-GL-MELT-004181,2019-06-25,2019,June,Zemu Glacier,Kanchenjunga Massif,Sikkim,4544,7.5,0.0,746.7,0.36,12.7,4.07,23.5,-0.96,272.9,17.3,Moderate Risk
HIM-GL-MELT-004182,2024-06-12,2024,June,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4577,4.0,0.0,659.3,0.39,3.4,6.1,20.2,-0.91,318.4,28.2,High Risk
HIM-GL-MELT-004183,2018-08-04,2018,August,South Lhonak Glacier,North Sikkim Basin,Sikkim,5098,1.9,-1.0,700.4,0.31,1.6,4.32,28.7,-1.35,1103.7,24.7,High Risk
HIM-GL-MELT-004184,2022-07-12,2022,July,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4632,5.3,-0.3,525.4,0.2,27.5,1.22,30.5,-1.13,814.4,11.3,High Risk
HIM-GL-MELT-004185,2019-06-03,2019,June,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,5157,2.5,-0.9,615.1,0.22,17.1,0.94,21.2,-0.91,136.2,2.5,Low Risk / Monitored
HIM-GL-MELT-004186,2025-05-14,2025,May,Parkachik Glacier,Zanskar Range,Ladakh,4515,2.7,-0.7,674.9,0.33,6.6,4.58,25.4,-1.35,149.3,18.5,Moderate Risk
HIM-GL-MELT-004187,2026-10-04,2026,October,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4318,4.8,0.0,524.1,0.32,5.3,5.99,32.9,-1.23,494.4,25.3,High Risk
HIM-GL-MELT-004188,2026-09-02,2026,September,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4499,6.9,0.0,623.8,0.35,3.7,8.59,21.0,-1.17,512.2,36.3,High Risk
HIM-GL-MELT-004189,2022-07-18,2022,July,Chorabari Glacier,Mandakini Basin (Kedarnath),Uttarakhand,4398,6.6,-0.0,628.4,0.22,12.8,3.99,34.9,-1.35,911.6,23.1,High Risk
HIM-GL-MELT-004190,2023-09-22,2023,September,Rathong Glacier,West Sikkim,Sikkim,4616,-0.2,-0.5,861.1,0.28,3.4,4.19,26.7,-0.78,480.5,18.6,Moderate Risk
HIM-GL-MELT-004191,2023-07-22,2023,July,Siachen Glacier,Karakoram,Ladakh,5148,0.8,-1.1,810.4,0.41,1.7,4.07,15.9,-0.82,28.0,15.7,Low Risk / Monitored
HIM-GL-MELT-004192,2021-09-14,2021,September,South Lhonak Glacier,North Sikkim Basin,Sikkim,5313,1.2,-1.1,523.0,0.26,7.6,2.14,35.3,-1.35,1170.2,17.5,High Risk
HIM-GL-MELT-004193,2022-05-27,2022,May,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4598,5.4,-0.0,754.1,0.43,4.2,6.67,27.4,-1.18,120.1,27.5,Moderate Risk
HIM-GL-MELT-004194,2018-10-12,2018,October,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4155,0.1,-0.7,646.5,0.26,13.5,1.41,26.3,-1.01,247.8,5.7,Low Risk / Monitored
HIM-GL-MELT-004195,2024-10-02,2024,October,Changme Khangpu Glacier,Tista Basin,Sikkim,4730,1.1,-1.1,644.6,0.36,3.4,3.94,30.6,-1.46,433.4,15.7,Moderate Risk
HIM-GL-MELT-004196,2020-06-18,2020,June,Pindari Glacier,Kumaon Himalaya,Uttarakhand,4008,10.6,0.0,788.5,0.36,9.6,7.85,26.6,-1.1,114.8,31.5,Moderate Risk
HIM-GL-MELT-004197,2022-06-24,2022,June,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4118,8.1,0.0,547.7,0.37,6.1,7.53,34.5,-1.31,317.9,31.2,High Risk
HIM-GL-MELT-004198,2022-09-09,2022,September,Milam Glacier,Goriganga Basin,Uttarakhand,4395,4.2,0.0,678.9,0.28,8.5,5.17,24.1,-0.98,392.1,23.1,High Risk
HIM-GL-MELT-004199,2023-08-06,2023,August,Changme Khangpu Glacier,Tista Basin,Sikkim,5055,3.4,0.0,645.3,0.35,6.8,4.47,24.3,-1.31,435.7,21.8,Moderate Risk
HIM-GL-MELT-004200,2025-09-24,2025,September,Machoi Glacier,Great Himalaya,Jammu & Kashmir,3956,9.4,0.0,567.5,0.35,5.6,8.49,23.7,-1.29,203.9,34.1,Moderate Risk
HIM-GL-MELT-004201,2024-06-05,2024,June,Parkachik Glacier,Zanskar Range,Ladakh,4613,4.8,0.0,738.8,0.32,8.0,5.44,25.3,-1.33,142.0,23.5,Moderate Risk
HIM-GL-MELT-004202,2024-09-08,2024,September,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3794,11.9,0.0,532.8,0.35,8.5,8.55,24.8,-1.21,84.3,32.7,Moderate Risk
HIM-GL-MELT-004203,2023-06-06,2023,June,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4043,8.4,0.0,660.6,0.44,2.8,9.86,28.7,-1.38,435.3,41.0,High Risk
HIM-GL-MELT-004204,2019-10-07,2019,October,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4259,4.6,0.0,518.2,0.24,19.0,1.17,23.3,-1.1,146.0,4.4,Low Risk / Monitored
HIM-GL-MELT-004205,2022-08-20,2022,August,Pindari Glacier,Kumaon Himalaya,Uttarakhand,4244,12.3,0.0,569.7,0.35,1.1,9.99,30.7,-1.37,74.9,39.6,Moderate Risk
HIM-GL-MELT-004206,2026-05-12,2026,May,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4634,2.1,-0.9,702.6,0.24,13.7,2.26,28.8,-1.43,316.3,8.5,Low Risk / Monitored
HIM-GL-MELT-004207,2026-06-25,2026,June,Milam Glacier,Goriganga Basin,Uttarakhand,4448,6.6,0.0,774.9,0.46,3.2,8.45,34.4,-1.63,377.9,36.0,High Risk
HIM-GL-MELT-004208,2024-07-18,2024,July,Changme Khangpu Glacier,Tista Basin,Sikkim,4935,5.1,0.0,702.2,0.25,8.4,5.89,30.5,-1.45,431.7,25.5,High Risk
HIM-GL-MELT-004209,2020-05-13,2020,May,Milam Glacier,Goriganga Basin,Uttarakhand,4230,4.9,0.0,730.3,0.45,2.3,7.14,28.4,-1.4,313.2,28.1,High Risk
HIM-GL-MELT-004210,2019-06-23,2019,June,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4324,6.2,0.0,503.7,0.25,18.9,1.28,28.9,-1.31,839.7,13.7,High Risk
HIM-GL-MELT-004211,2022-07-04,2022,July,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4254,8.3,0.0,593.4,0.31,5.0,8.53,18.5,-0.89,150.0,35.2,Moderate Risk
HIM-GL-MELT-004212,2025-08-24,2025,August,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3676,9.6,0.0,694.1,0.32,1.6,10.34,27.8,-1.36,74.4,39.6,Moderate Risk
HIM-GL-MELT-004213,2024-06-26,2024,June,Milam Glacier,Goriganga Basin,Uttarakhand,4374,7.3,0.0,884.9,0.33,5.7,8.65,29.5,-1.32,400.4,35.7,High Risk
HIM-GL-MELT-004214,2025-08-04,2025,August,Siachen Glacier,Karakoram,Ladakh,5499,-0.1,-0.3,726.2,0.26,8.6,3.16,13.5,-0.98,25.1,12.3,Low Risk / Monitored
HIM-GL-MELT-004215,2023-05-21,2023,May,Siachen Glacier,Karakoram,Ladakh,5273,3.9,-0.2,669.1,0.33,5.4,5.41,13.7,-1.05,30.4,22.0,Low Risk / Monitored
HIM-GL-MELT-004216,2019-05-04,2019,May,Changme Khangpu Glacier,Tista Basin,Sikkim,4894,3.0,0.0,701.7,0.41,3.5,4.95,29.3,-1.33,227.0,19.0,High Risk
HIM-GL-MELT-004217,2019-07-12,2019,July,Drang-Drung Glacier,Zanskar Range,Ladakh,4909,7.2,0.0,722.6,0.35,5.7,7.55,15.9,-0.82,90.0,30.3,Moderate Risk
HIM-GL-MELT-004218,2018-09-04,2018,September,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,3986,10.5,0.0,776.3,0.25,18.7,2.32,24.9,-0.99,219.6,10.0,Low Risk / Monitored
HIM-GL-MELT-004219,2023-06-15,2023,June,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4353,6.2,0.0,623.6,0.3,12.9,3.42,31.3,-1.48,871.4,20.0,High Risk
HIM-GL-MELT-004220,2020-05-11,2020,May,Milam Glacier,Goriganga Basin,Uttarakhand,4182,6.0,0.0,477.5,0.42,4.7,6.15,24.1,-1.12,255.7,27.7,High Risk
HIM-GL-MELT-004221,2024-09-04,2024,September,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4202,5.7,0.0,797.0,0.27,11.0,4.59,31.2,-1.36,429.3,20.1,High Risk
HIM-GL-MELT-004222,2024-05-29,2024,May,Siachen Glacier,Karakoram,Ladakh,5222,1.1,-0.3,756.7,0.4,5.3,4.01,16.0,-0.68,32.9,15.5,Low Risk / Monitored
HIM-GL-MELT-004223,2021-08-02,2021,August,Rathong Glacier,West Sikkim,Sikkim,4657,7.3,0.0,697.4,0.28,3.5,9.53,26.8,-1.27,439.5,39.9,High Risk
HIM-GL-MELT-004224,2020-06-28,2020,June,Parkachik Glacier,Zanskar Range,Ladakh,4109,4.6,0.0,945.0,0.4,0.6,5.66,23.1,-1.08,147.9,23.3,Moderate Risk
